AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Diffuse astrocytoma|2011
20+|0.1|0.1|0.1|Malignant|250|228805985|Male and Female|Diffuse astrocytoma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Diffuse astrocytoma|2012
20+|0.1|0.1|0.1|Malignant|207|231483500|Male and Female|Diffuse astrocytoma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Diffuse astrocytoma|2013
20+|0.1|0.1|0.1|Malignant|175|233942819|Male and Female|Diffuse astrocytoma|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Diffuse astrocytoma|2014
20+|0.0|0.1|0.1|Malignant|132|236444496|Male and Female|Diffuse astrocytoma|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Diffuse astrocytoma|2015
20+|0.0|0.0|0.0|Malignant|84|238861655|Male and Female|Diffuse astrocytoma|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Diffuse astrocytoma|2016
20+|0.0|0.0|0.0|Malignant|35|241188135|Male and Female|Diffuse astrocytoma|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Diffuse astrocytoma|2017
20+|0.0|0.0|0.0|Malignant|24|243306804|Male and Female|Diffuse astrocytoma|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Diffuse astrocytoma|2018
20+|0.0|0.0|0.0|Malignant|23|245213263|Male and Female|Diffuse astrocytoma|2018
20+|~|~|~|Benign/Borderline|~|1242099918|Male and Female|Diffuse astrocytoma|2018-2022
20+|0.0|0.0|0.0|Malignant|54|1242099918|Male and Female|Diffuse astrocytoma|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Diffuse astrocytoma|2019
20+|~|~|~|Malignant|~|247018299|Male and Female|Diffuse astrocytoma|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Diffuse astrocytoma|2020
20+|~|~|~|Malignant|~|248653501|Male and Female|Diffuse astrocytoma|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Diffuse astrocytoma|2021
20+|~|~|~|Malignant|~|249847104|Male and Female|Diffuse astrocytoma|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Diffuse astrocytoma|2022
20+|~|~|~|Malignant|~|251367751|Male and Female|Diffuse astrocytoma|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Embryonal/primitive/medulloblastoma|2004
20+|0.1|0.1|0.1|Malignant|166|211050944|Male and Female|Embryonal/primitive/medulloblastoma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Embryonal/primitive/medulloblastoma|2005
20+|0.1|0.1|0.1|Malignant|188|213511339|Male and Female|Embryonal/primitive/medulloblastoma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Embryonal/primitive/medulloblastoma|2006
20+|0.1|0.1|0.1|Malignant|171|216055494|Male and Female|Embryonal/primitive/medulloblastoma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Embryonal/primitive/medulloblastoma|2007
20+|0.1|0.1|0.1|Malignant|217|218481776|Male and Female|Embryonal/primitive/medulloblastoma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Embryonal/primitive/medulloblastoma|2008
20+|0.1|0.1|0.1|Malignant|214|220975702|Male and Female|Embryonal/primitive/medulloblastoma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Embryonal/primitive/medulloblastoma|2009
20+|0.1|0.1|0.1|Malignant|234|223491138|Male and Female|Embryonal/primitive/medulloblastoma|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Embryonal/primitive/medulloblastoma|2010
20+|0.1|0.1|0.1|Malignant|199|226154695|Male and Female|Embryonal/primitive/medulloblastoma|2010
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Embryonal/primitive/medulloblastoma|2011
20+|0.1|0.1|0.1|Malignant|185|228805985|Male and Female|Embryonal/primitive/medulloblastoma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Embryonal/primitive/medulloblastoma|2012
20+|0.1|0.1|0.1|Malignant|173|231483500|Male and Female|Embryonal/primitive/medulloblastoma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Embryonal/primitive/medulloblastoma|2013
20+|0.1|0.1|0.1|Malignant|189|233942819|Male and Female|Embryonal/primitive/medulloblastoma|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Embryonal/primitive/medulloblastoma|2014
20+|0.1|0.1|0.1|Malignant|182|236444496|Male and Female|Embryonal/primitive/medulloblastoma|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Embryonal/primitive/medulloblastoma|2015
20+|0.1|0.1|0.1|Malignant|170|238861655|Male and Female|Embryonal/primitive/medulloblastoma|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Embryonal/primitive/medulloblastoma|2016
20+|0.1|0.1|0.1|Malignant|182|241188135|Male and Female|Embryonal/primitive/medulloblastoma|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Embryonal/primitive/medulloblastoma|2017
20+|0.1|0.1|0.1|Malignant|161|243306804|Male and Female|Embryonal/primitive/medulloblastoma|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Embryonal/primitive/medulloblastoma|2018
20+|0.1|0.1|0.1|Malignant|142|245213263|Male and Female|Embryonal/primitive/medulloblastoma|2018
20+|~|~|~|Benign/Borderline|~|1242099918|Male and Female|Embryonal/primitive/medulloblastoma|2018-2022
20+|0.1|0.1|0.1|Malignant|680|1242099918|Male and Female|Embryonal/primitive/medulloblastoma|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Embryonal/primitive/medulloblastoma|2019
20+|0.1|0.1|0.1|Malignant|143|247018299|Male and Female|Embryonal/primitive/medulloblastoma|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Embryonal/primitive/medulloblastoma|2020
20+|0.0|0.1|0.1|Malignant|125|248653501|Male and Female|Embryonal/primitive/medulloblastoma|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Embryonal/primitive/medulloblastoma|2021
20+|0.1|0.1|0.1|Malignant|140|249847104|Male and Female|Embryonal/primitive/medulloblastoma|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Embryonal/primitive/medulloblastoma|2022
20+|0.0|0.1|0.1|Malignant|130|251367751|Male and Female|Embryonal/primitive/medulloblastoma|2022
20+|0.1|0.1|0.1|Benign/Borderline|249|211050944|Male and Female|Ependymoma variants|2004
20+|~|~|~|Malignant|~|211050944|Male and Female|Ependymoma variants|2004
20+|0.1|0.1|0.1|Benign/Borderline|268|213511339|Male and Female|Ependymoma variants|2005
20+|~|~|~|Malignant|~|213511339|Male and Female|Ependymoma variants|2005
20+|0.1|0.2|0.1|Benign/Borderline|312|216055494|Male and Female|Ependymoma variants|2006
20+|~|~|~|Malignant|~|216055494|Male and Female|Ependymoma variants|2006
20+|0.1|0.1|0.1|Benign/Borderline|251|218481776|Male and Female|Ependymoma variants|2007
20+|~|~|~|Malignant|~|218481776|Male and Female|Ependymoma variants|2007
20+|0.1|0.1|0.1|Benign/Borderline|256|220975702|Male and Female|Ependymoma variants|2008
20+|~|~|~|Malignant|~|220975702|Male and Female|Ependymoma variants|2008
20+|0.1|0.1|0.1|Benign/Borderline|262|223491138|Male and Female|Ependymoma variants|2009
20+|~|~|~|Malignant|~|223491138|Male and Female|Ependymoma variants|2009
20+|0.1|0.1|0.1|Benign/Borderline|280|226154695|Male and Female|Ependymoma variants|2010
20+|~|~|~|Malignant|~|226154695|Male and Female|Ependymoma variants|2010
20+|0.1|0.1|0.1|Benign/Borderline|273|228805985|Male and Female|Ependymoma variants|2011
20+|~|~|~|Malignant|~|228805985|Male and Female|Ependymoma variants|2011
20+|0.1|0.1|0.1|Benign/Borderline|295|231483500|Male and Female|Ependymoma variants|2012
20+|~|~|~|Malignant|~|231483500|Male and Female|Ependymoma variants|2012
20+|0.1|0.1|0.1|Benign/Borderline|279|233942819|Male and Female|Ependymoma variants|2013
20+|~|~|~|Malignant|~|233942819|Male and Female|Ependymoma variants|2013
20+|0.1|0.1|0.1|Benign/Borderline|302|236444496|Male and Female|Ependymoma variants|2014
20+|~|~|~|Malignant|~|236444496|Male and Female|Ependymoma variants|2014
20+|0.1|0.1|0.1|Benign/Borderline|297|238861655|Male and Female|Ependymoma variants|2015
20+|~|~|~|Malignant|~|238861655|Male and Female|Ependymoma variants|2015
20+|0.1|0.1|0.1|Benign/Borderline|300|241188135|Male and Female|Ependymoma variants|2016
20+|~|~|~|Malignant|~|241188135|Male and Female|Ependymoma variants|2016
20+|0.1|0.1|0.1|Benign/Borderline|283|243306804|Male and Female|Ependymoma variants|2017
20+|~|~|~|Malignant|~|243306804|Male and Female|Ependymoma variants|2017
20+|0.1|0.1|0.1|Benign/Borderline|258|245213263|Male and Female|Ependymoma variants|2018
20+|~|~|~|Malignant|~|245213263|Male and Female|Ependymoma variants|2018
20+|0.1|0.1|0.1|Benign/Borderline|1339|1242099918|Male and Female|Ependymoma variants|2018-2022
20+|~|~|~|Malignant|~|1242099918|Male and Female|Ependymoma variants|2018-2022
20+|0.1|0.1|0.1|Benign/Borderline|249|247018299|Male and Female|Ependymoma variants|2019
20+|~|~|~|Malignant|~|247018299|Male and Female|Ependymoma variants|2019
20+|0.1|0.1|0.1|Benign/Borderline|269|248653501|Male and Female|Ependymoma variants|2020
20+|~|~|~|Malignant|~|248653501|Male and Female|Ependymoma variants|2020
20+|0.1|0.1|0.1|Benign/Borderline|282|249847104|Male and Female|Ependymoma variants|2021
20+|~|~|~|Malignant|~|249847104|Male and Female|Ependymoma variants|2021
20+|0.1|0.1|0.1|Benign/Borderline|281|251367751|Male and Female|Ependymoma variants|2022
20+|~|~|~|Malignant|~|251367751|Male and Female|Ependymoma variants|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Ependymoma/anaplastic ependymoma|2004
20+|0.3|0.3|0.3|Malignant|599|211050944|Male and Female|Ependymoma/anaplastic ependymoma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Ependymoma/anaplastic ependymoma|2005
20+|0.3|0.3|0.3|Malignant|607|213511339|Male and Female|Ependymoma/anaplastic ependymoma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Ependymoma/anaplastic ependymoma|2006
20+|0.2|0.3|0.3|Malignant|586|216055494|Male and Female|Ependymoma/anaplastic ependymoma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Ependymoma/anaplastic ependymoma|2007
20+|0.2|0.3|0.3|Malignant|587|218481776|Male and Female|Ependymoma/anaplastic ependymoma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Ependymoma/anaplastic ependymoma|2008
20+|0.3|0.3|0.3|Malignant|641|220975702|Male and Female|Ependymoma/anaplastic ependymoma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Ependymoma/anaplastic ependymoma|2009
20+|0.3|0.3|0.3|Malignant|687|223491138|Male and Female|Ependymoma/anaplastic ependymoma|2009
20+|0.0|0.0|0.0|Benign/Borderline|17|226154695|Male and Female|Ependymoma/anaplastic ependymoma|2010
20+|0.3|0.3|0.3|Malignant|630|226154695|Male and Female|Ependymoma/anaplastic ependymoma|2010
20+|0.0|0.0|0.0|Benign/Borderline|17|228805985|Male and Female|Ependymoma/anaplastic ependymoma|2011
20+|0.2|0.3|0.3|Malignant|600|228805985|Male and Female|Ependymoma/anaplastic ependymoma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Ependymoma/anaplastic ependymoma|2012
20+|0.2|0.3|0.3|Malignant|634|231483500|Male and Female|Ependymoma/anaplastic ependymoma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Ependymoma/anaplastic ependymoma|2013
20+|0.2|0.3|0.2|Malignant|587|233942819|Male and Female|Ependymoma/anaplastic ependymoma|2013
20+|0.0|0.0|0.0|Benign/Borderline|29|236444496|Male and Female|Ependymoma/anaplastic ependymoma|2014
20+|0.2|0.3|0.2|Malignant|571|236444496|Male and Female|Ependymoma/anaplastic ependymoma|2014
20+|0.0|0.0|0.0|Benign/Borderline|27|238861655|Male and Female|Ependymoma/anaplastic ependymoma|2015
20+|0.2|0.3|0.2|Malignant|587|238861655|Male and Female|Ependymoma/anaplastic ependymoma|2015
20+|0.0|0.0|0.0|Benign/Borderline|21|241188135|Male and Female|Ependymoma/anaplastic ependymoma|2016
20+|0.2|0.3|0.3|Malignant|609|241188135|Male and Female|Ependymoma/anaplastic ependymoma|2016
20+|0.0|0.0|0.0|Benign/Borderline|26|243306804|Male and Female|Ependymoma/anaplastic ependymoma|2017
20+|0.2|0.3|0.2|Malignant|602|243306804|Male and Female|Ependymoma/anaplastic ependymoma|2017
20+|0.0|0.0|0.0|Benign/Borderline|19|245213263|Male and Female|Ependymoma/anaplastic ependymoma|2018
20+|0.2|0.2|0.2|Malignant|559|245213263|Male and Female|Ependymoma/anaplastic ependymoma|2018
20+|0.0|0.0|0.0|Benign/Borderline|108|1242099918|Male and Female|Ependymoma/anaplastic ependymoma|2018-2022
20+|0.2|0.2|0.2|Malignant|2605|1242099918|Male and Female|Ependymoma/anaplastic ependymoma|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|19|247018299|Male and Female|Ependymoma/anaplastic ependymoma|2019
20+|0.2|0.2|0.2|Malignant|537|247018299|Male and Female|Ependymoma/anaplastic ependymoma|2019
20+|0.0|0.0|0.0|Benign/Borderline|27|248653501|Male and Female|Ependymoma/anaplastic ependymoma|2020
20+|0.2|0.2|0.2|Malignant|525|248653501|Male and Female|Ependymoma/anaplastic ependymoma|2020
20+|0.0|0.0|0.0|Benign/Borderline|20|249847104|Male and Female|Ependymoma/anaplastic ependymoma|2021
20+|0.2|0.2|0.2|Malignant|528|249847104|Male and Female|Ependymoma/anaplastic ependymoma|2021
20+|0.0|0.0|0.0|Benign/Borderline|23|251367751|Male and Female|Ependymoma/anaplastic ependymoma|2022
20+|0.2|0.2|0.2|Malignant|456|251367751|Male and Female|Ependymoma/anaplastic ependymoma|2022
20+|0.0|0.0|0.0|Benign/Borderline|40|211050944|Male and Female|Germ Cell Tumors|2004
20+|0.0|0.0|0.0|Malignant|54|211050944|Male and Female|Germ Cell Tumors|2004
20+|0.0|0.0|0.0|Benign/Borderline|69|213511339|Male and Female|Germ Cell Tumors|2005
20+|0.0|0.0|0.0|Malignant|65|213511339|Male and Female|Germ Cell Tumors|2005
20+|0.0|0.0|0.0|Benign/Borderline|66|216055494|Male and Female|Germ Cell Tumors|2006
20+|0.0|0.0|0.0|Malignant|62|216055494|Male and Female|Germ Cell Tumors|2006
20+|0.0|0.0|0.0|Benign/Borderline|72|218481776|Male and Female|Germ Cell Tumors|2007
20+|0.0|0.0|0.0|Malignant|81|218481776|Male and Female|Germ Cell Tumors|2007
20+|0.0|0.0|0.0|Benign/Borderline|67|220975702|Male and Female|Germ Cell Tumors|2008
20+|0.0|0.0|0.0|Malignant|64|220975702|Male and Female|Germ Cell Tumors|2008
20+|0.0|0.0|0.0|Benign/Borderline|80|223491138|Male and Female|Germ Cell Tumors|2009
20+|0.0|0.0|0.0|Malignant|44|223491138|Male and Female|Germ Cell Tumors|2009
20+|0.0|0.0|0.0|Benign/Borderline|62|226154695|Male and Female|Germ Cell Tumors|2010
20+|0.0|0.0|0.0|Malignant|64|226154695|Male and Female|Germ Cell Tumors|2010
20+|0.0|0.0|0.0|Benign/Borderline|64|228805985|Male and Female|Germ Cell Tumors|2011
20+|0.0|0.0|0.0|Malignant|69|228805985|Male and Female|Germ Cell Tumors|2011
20+|0.0|0.0|0.0|Benign/Borderline|65|231483500|Male and Female|Germ Cell Tumors|2012
20+|0.0|0.0|0.0|Malignant|52|231483500|Male and Female|Germ Cell Tumors|2012
20+|0.0|0.0|0.0|Benign/Borderline|54|233942819|Male and Female|Germ Cell Tumors|2013
20+|0.0|0.0|0.0|Malignant|51|233942819|Male and Female|Germ Cell Tumors|2013
20+|0.0|0.0|0.0|Benign/Borderline|60|236444496|Male and Female|Germ Cell Tumors|2014
20+|0.0|0.0|0.0|Malignant|69|236444496|Male and Female|Germ Cell Tumors|2014
20+|0.0|0.0|0.0|Benign/Borderline|63|238861655|Male and Female|Germ Cell Tumors|2015
20+|0.0|0.0|0.0|Malignant|60|238861655|Male and Female|Germ Cell Tumors|2015
20+|0.0|0.0|0.0|Benign/Borderline|66|241188135|Male and Female|Germ Cell Tumors|2016
20+|0.0|0.0|0.0|Malignant|78|241188135|Male and Female|Germ Cell Tumors|2016
20+|0.0|0.0|0.0|Benign/Borderline|57|243306804|Male and Female|Germ Cell Tumors|2017
20+|0.0|0.0|0.0|Malignant|67|243306804|Male and Female|Germ Cell Tumors|2017
20+|0.0|0.0|0.0|Benign/Borderline|43|245213263|Male and Female|Germ Cell Tumors|2018
20+|0.0|0.0|0.0|Malignant|67|245213263|Male and Female|Germ Cell Tumors|2018
20+|0.0|0.0|0.0|Benign/Borderline|252|1242099918|Male and Female|Germ Cell Tumors|2018-2022
20+|0.0|0.0|0.0|Malignant|328|1242099918|Male and Female|Germ Cell Tumors|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|74|247018299|Male and Female|Germ Cell Tumors|2019
20+|0.0|0.0|0.0|Malignant|76|247018299|Male and Female|Germ Cell Tumors|2019
20+|0.0|0.0|0.0|Benign/Borderline|47|248653501|Male and Female|Germ Cell Tumors|2020
20+|0.0|0.0|0.0|Malignant|54|248653501|Male and Female|Germ Cell Tumors|2020
20+|0.0|0.0|0.0|Benign/Borderline|45|249847104|Male and Female|Germ Cell Tumors|2021
20+|0.0|0.0|0.0|Malignant|76|249847104|Male and Female|Germ Cell Tumors|2021
20+|0.0|0.0|0.0|Benign/Borderline|43|251367751|Male and Female|Germ Cell Tumors|2022
20+|0.0|0.0|0.0|Malignant|55|251367751|Male and Female|Germ Cell Tumors|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Glioblastoma|2004
20+|4.4|4.6|4.5|Malignant|9587|211050944|Male and Female|Glioblastoma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Glioblastoma|2005
20+|4.4|4.5|4.5|Malignant|9702|213511339|Male and Female|Glioblastoma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Glioblastoma|2006
20+|4.3|4.5|4.4|Malignant|9787|216055494|Male and Female|Glioblastoma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Glioblastoma|2007
20+|4.4|4.6|4.5|Malignant|10193|218481776|Male and Female|Glioblastoma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Glioblastoma|2008
20+|4.4|4.6|4.5|Malignant|10420|220975702|Male and Female|Glioblastoma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Glioblastoma|2009
20+|4.4|4.5|4.4|Malignant|10497|223491138|Male and Female|Glioblastoma|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Glioblastoma|2010
20+|4.3|4.5|4.4|Malignant|10732|226154695|Male and Female|Glioblastoma|2010
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Glioblastoma|2011
20+|4.3|4.5|4.4|Malignant|10884|228805985|Male and Female|Glioblastoma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Glioblastoma|2012
20+|4.4|4.6|4.5|Malignant|11366|231483500|Male and Female|Glioblastoma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Glioblastoma|2013
20+|4.4|4.6|4.5|Malignant|11549|233942819|Male and Female|Glioblastoma|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Glioblastoma|2014
20+|4.3|4.5|4.4|Malignant|11614|236444496|Male and Female|Glioblastoma|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Glioblastoma|2015
20+|4.4|4.6|4.5|Malignant|12052|238861655|Male and Female|Glioblastoma|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Glioblastoma|2016
20+|4.5|4.6|4.6|Malignant|12435|241188135|Male and Female|Glioblastoma|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Glioblastoma|2017
20+|4.5|4.6|4.5|Malignant|12623|243306804|Male and Female|Glioblastoma|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Glioblastoma|2018
20+|4.4|4.6|4.5|Malignant|12751|245213263|Male and Female|Glioblastoma|2018
20+|0.0|0.0|0.0|Benign/Borderline|18|1242099918|Male and Female|Glioblastoma|2018-2022
20+|4.4|4.5|4.4|Malignant|65342|1242099918|Male and Female|Glioblastoma|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Glioblastoma|2019
20+|4.4|4.6|4.5|Malignant|12918|247018299|Male and Female|Glioblastoma|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Glioblastoma|2020
20+|4.4|4.6|4.5|Malignant|13266|248653501|Male and Female|Glioblastoma|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Glioblastoma|2021
20+|4.3|4.5|4.4|Malignant|13156|249847104|Male and Female|Glioblastoma|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Glioblastoma|2022
20+|4.3|4.4|4.3|Malignant|13251|251367751|Male and Female|Glioblastoma|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Glioma malignant, NOS|2004
20+|0.4|0.4|0.4|Malignant|853|211050944|Male and Female|Glioma malignant, NOS|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Glioma malignant, NOS|2005
20+|0.4|0.4|0.4|Malignant|845|213511339|Male and Female|Glioma malignant, NOS|2005
20+|0.0|0.0|0.0|Benign/Borderline|19|216055494|Male and Female|Glioma malignant, NOS|2006
