AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR
0.1|0.4|0.2|20|IIe Unspecified lymphomas|83213818|0-19|All Races|Male and Female|2019
8.7|10.0|9.3|754|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|83213818|0-19|All Races|Male and Female|2019
8.4|9.7|9.0|731|IVa Neuroblastoma and ganglioneuroblastoma|83213818|0-19|All Races|Male and Female|2019
0.2|0.4|0.3|23|IVb Other peripheral nervous cell tumors|83213818|0-19|All Races|Male and Female|2019
12.1|13.6|12.9|1074|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|83213818|0-19|All Races|Male and Female|2019
4.0|4.9|4.4|366|IXa Rhabdomyosarcomas|83213818|0-19|All Races|Male and Female|2019
1.1|1.6|1.3|107|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|83213818|0-19|All Races|Male and Female|2019
~|~|~|~|IXc Kaposi sarcoma|83213818|0-19|All Races|Male and Female|2019
4.8|5.8|5.2|442|IXd Other specified soft tissue sarcomas|83213818|0-19|All Races|Male and Female|2019
1.6|2.2|1.8|154|IXe Unspecified soft tissue sarcomas|83213818|0-19|All Races|Male and Female|2019
32.9|35.4|34.1|2819|Ia Lymphoid leukemias|83213818|0-19|All Races|Male and Female|2019
7.5|8.7|8.1|670|Ib Acute myeloid leukemias|83213818|0-19|All Races|Male and Female|2019
2.0|2.6|2.3|192|Ic Chronic myeloproliferative diseases|83213818|0-19|All Races|Male and Female|2019
1.0|1.5|1.3|103|Id Myelodysplastic syndrome and other myeloproliferative diseases|83213818|0-19|All Races|Male and Female|2019
1.0|1.4|1.2|99|Ie Unspecified and other specified leukemias|83213818|0-19|All Races|Male and Female|2019
0.4|0.7|0.5|43|Not classified by ICCC|83213818|0-19|All Races|Male and Female|2019
2.7|3.4|3.0|243|V RETINOBLASTOMA|83213818|0-19|All Races|Male and Female|2019
6.0|7.2|6.6|538|VI RENAL TUMORS|83213818|0-19|All Races|Male and Female|2019
2.6|3.4|3.0|244|VII HEPATIC TUMORS|83213818|0-19|All Races|Male and Female|2019
8.6|9.9|9.2|777|VIII MALIGNANT BONE TUMORS|83213818|0-19|All Races|Male and Female|2019
4.7|5.7|5.2|436|VIIIa Osteosarcomas|83213818|0-19|All Races|Male and Female|2019
0.2|0.5|0.3|28|VIIIb Chondrosarcomas|83213818|0-19|All Races|Male and Female|2019
2.5|3.3|2.9|244|VIIIc Ewing tumor and related sarcomas of bone|83213818|0-19|All Races|Male and Female|2019
0.3|0.7|0.5|41|VIIId Other specified malignant bone tumors|83213818|0-19|All Races|Male and Female|2019
0.2|0.5|0.3|28|VIIIe Unspecified malignant bone tumors|83213818|0-19|All Races|Male and Female|2019
2.0|2.6|2.3|185|VIIa Hepatoblastoma and mesenchymal tumors of liver|83213818|0-19|All Races|Male and Female|2019
0.5|0.8|0.6|54|VIIb Hepatic carcinomas|83213818|0-19|All Races|Male and Female|2019
~|~|~|~|VIIc Unspecified malignant hepatic tumors|83213818|0-19|All Races|Male and Female|2019
5.2|6.3|5.7|466|VIa Nephroblastoma and other non-epithelial renal tumors|83213818|0-19|All Races|Male and Female|2019
0.6|1.0|0.8|70|VIb Renal carcinomas|83213818|0-19|All Races|Male and Female|2019
~|~|~|~|VIc Unspecified malignant renal tumors|83213818|0-19|All Races|Male and Female|2019
10.1|11.5|10.8|914|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|83213818|0-19|All Races|Male and Female|2019
23.7|25.9|24.8|2112|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|83213818|0-19|All Races|Male and Female|2019
0.7|1.1|0.8|70|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|83213818|0-19|All Races|Male and Female|2019
0.3|0.6|0.5|38|XIIa Other specified malignant tumors|83213818|0-19|All Races|Male and Female|2019
0.3|0.5|0.4|32|XIIb Other unspecified malignant tumors|83213818|0-19|All Races|Male and Female|2019
~|~|~|~|XIa Adrenocortical carcinomas|83213818|0-19|All Races|Male and Female|2019
11.0|12.4|11.7|999|XIb Thyroid carcinomas|83213818|0-19|All Races|Male and Female|2019
0.3|0.6|0.5|41|XIc Nasopharyngeal carcinomas|83213818|0-19|All Races|Male and Female|2019
2.8|3.6|3.2|272|XId Malignant melanomas|83213818|0-19|All Races|Male and Female|2019
~|~|~|~|XIe Skin carcinomas|83213818|0-19|All Races|Male and Female|2019
8.5|9.8|9.1|777|XIf Other and unspecified carcinomas|83213818|0-19|All Races|Male and Female|2019
1.6|2.2|1.9|157|Xa Intracranial and intraspinal germ cell tumors|83213818|0-19|All Races|Male and Female|2019
1.2|1.8|1.5|120|Xb Malignant extracranial and extragonadal germ cell tumors|83213818|0-19|All Races|Male and Female|2019
6.1|7.2|6.7|568|Xc Malignant gonadal germ cell tumors|83213818|0-19|All Races|Male and Female|2019
0.3|0.6|0.4|35|Xd Gonadal carcinomas|83213818|0-19|All Races|Male and Female|2019
0.3|0.6|0.4|34|Xe Other and unspecified malignant gonadal tumors|83213818|0-19|All Races|Male and Female|2019
177.0|182.8|179.9|14912|All ICCC Groups Combined|82873432|0-19|All Races|Male and Female|2020
46.0|49.0|47.5|3905|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|82873432|0-19|All Races|Male and Female|2020
27.1|29.4|28.3|2372|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|82873432|0-19|All Races|Male and Female|2020
27.1|29.4|28.3|2329|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|82873432|0-19|All Races|Male and Female|2020
1.9|2.6|2.2|183|IIIa Ependymomas and choroid plexus tumor|82873432|0-19|All Races|Male and Female|2020
11.9|13.5|12.7|1048|IIIb Astrocytomas|82873432|0-19|All Races|Male and Female|2020
5.0|6.1|5.5|450|IIIc Intracranial and intraspinal embryonal tumors|82873432|0-19|All Races|Male and Female|2020
6.0|7.1|6.5|541|IIId Other gliomas|82873432|0-19|All Races|Male and Female|2020
0.5|0.9|0.7|55|IIIe Other specified intracranial and intraspinal neoplasms|82873432|0-19|All Races|Male and Female|2020
0.5|0.8|0.6|52|IIIf Unspecified intracranial and intraspinal neoplasms|82873432|0-19|All Races|Male and Female|2020
10.8|12.3|11.5|982|IIa Hodgkin lymphomas|82873432|0-19|All Races|Male and Female|2020
9.6|11.0|10.3|863|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|82873432|0-19|All Races|Male and Female|2020
2.0|2.7|2.4|196|IIc Burkitt lymphoma|82873432|0-19|All Races|Male and Female|2020
3.4|4.3|3.8|309|IId Miscellaneous lymphoreticular neoplasms|82873432|0-19|All Races|Male and Female|2020
0.2|0.4|0.3|22|IIe Unspecified lymphomas|82873432|0-19|All Races|Male and Female|2020
8.4|9.7|9.0|721|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|82873432|0-19|All Races|Male and Female|2020
8.2|9.5|8.9|705|IVa Neuroblastoma and ganglioneuroblastoma|82873432|0-19|All Races|Male and Female|2020
0.1|0.3|0.2|16|IVb Other peripheral nervous cell tumors|82873432|0-19|All Races|Male and Female|2020
11.3|12.8|12.0|998|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|82873432|0-19|All Races|Male and Female|2020
4.3|5.3|4.8|395|IXa Rhabdomyosarcomas|82873432|0-19|All Races|Male and Female|2020
0.8|1.3|1.0|83|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|82873432|0-19|All Races|Male and Female|2020
~|~|~|~|IXc Kaposi sarcoma|82873432|0-19|All Races|Male and Female|2020
4.1|5.0|4.5|381|IXd Other specified soft tissue sarcomas|82873432|0-19|All Races|Male and Female|2020
1.4|1.9|1.6|134|IXe Unspecified soft tissue sarcomas|82873432|0-19|All Races|Male and Female|2020
34.1|36.7|35.4|2901|Ia Lymphoid leukemias|82873432|0-19|All Races|Male and Female|2020
7.1|8.3|7.7|636|Ib Acute myeloid leukemias|82873432|0-19|All Races|Male and Female|2020
1.8|2.5|2.1|181|Ic Chronic myeloproliferative diseases|82873432|0-19|All Races|Male and Female|2020
1.0|1.4|1.2|97|Id Myelodysplastic syndrome and other myeloproliferative diseases|82873432|0-19|All Races|Male and Female|2020
0.9|1.4|1.1|90|Ie Unspecified and other specified leukemias|82873432|0-19|All Races|Male and Female|2020
0.4|0.7|0.5|42|Not classified by ICCC|82873432|0-19|All Races|Male and Female|2020
2.6|3.3|2.9|232|V RETINOBLASTOMA|82873432|0-19|All Races|Male and Female|2020
6.7|7.9|7.3|589|VI RENAL TUMORS|82873432|0-19|All Races|Male and Female|2020
2.6|3.4|3.0|240|VII HEPATIC TUMORS|82873432|0-19|All Races|Male and Female|2020
8.0|9.3|8.6|727|VIII MALIGNANT BONE TUMORS|82873432|0-19|All Races|Male and Female|2020
4.5|5.4|4.9|416|VIIIa Osteosarcomas|82873432|0-19|All Races|Male and Female|2020
0.2|0.5|0.3|29|VIIIb Chondrosarcomas|82873432|0-19|All Races|Male and Female|2020
2.4|3.2|2.8|234|VIIIc Ewing tumor and related sarcomas of bone|82873432|0-19|All Races|Male and Female|2020
0.2|0.5|0.3|27|VIIId Other specified malignant bone tumors|82873432|0-19|All Races|Male and Female|2020
0.2|0.4|0.2|21|VIIIe Unspecified malignant bone tumors|82873432|0-19|All Races|Male and Female|2020
2.0|2.6|2.3|183|VIIa Hepatoblastoma and mesenchymal tumors of liver|82873432|0-19|All Races|Male and Female|2020
0.5|0.9|0.7|56|VIIb Hepatic carcinomas|82873432|0-19|All Races|Male and Female|2020
~|~|~|~|VIIc Unspecified malignant hepatic tumors|82873432|0-19|All Races|Male and Female|2020
5.9|7.1|6.5|521|VIa Nephroblastoma and other non-epithelial renal tumors|82873432|0-19|All Races|Male and Female|2020
0.6|1.0|0.8|66|VIb Renal carcinomas|82873432|0-19|All Races|Male and Female|2020
~|~|~|~|VIc Unspecified malignant renal tumors|82873432|0-19|All Races|Male and Female|2020
10.2|11.6|10.9|920|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|82873432|0-19|All Races|Male and Female|2020
19.7|21.7|20.7|1760|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|82873432|0-19|All Races|Male and Female|2020
0.7|1.2|0.9|77|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|82873432|0-19|All Races|Male and Female|2020
0.3|0.6|0.5|38|XIIa Other specified malignant tumors|82873432|0-19|All Races|Male and Female|2020
0.3|0.6|0.5|39|XIIb Other unspecified malignant tumors|82873432|0-19|All Races|Male and Female|2020
0.2|0.4|0.3|21|XIa Adrenocortical carcinomas|82873432|0-19|All Races|Male and Female|2020
8.4|9.7|9.0|768|XIb Thyroid carcinomas|82873432|0-19|All Races|Male and Female|2020
0.2|0.4|0.3|24|XIc Nasopharyngeal carcinomas|82873432|0-19|All Races|Male and Female|2020
2.3|3.1|2.7|227|XId Malignant melanomas|82873432|0-19|All Races|Male and Female|2020
~|~|~|~|XIe Skin carcinomas|82873432|0-19|All Races|Male and Female|2020
7.8|9.0|8.4|713|XIf Other and unspecified carcinomas|82873432|0-19|All Races|Male and Female|2020
1.5|2.1|1.8|150|Xa Intracranial and intraspinal germ cell tumors|82873432|0-19|All Races|Male and Female|2020
0.9|1.4|1.1|88|Xb Malignant extracranial and extragonadal germ cell tumors|82873432|0-19|All Races|Male and Female|2020
6.6|7.8|7.2|610|Xc Malignant gonadal germ cell tumors|82873432|0-19|All Races|Male and Female|2020
0.3|0.6|0.4|37|Xd Gonadal carcinomas|82873432|0-19|All Races|Male and Female|2020
0.3|0.6|0.4|35|Xe Other and unspecified malignant gonadal tumors|82873432|0-19|All Races|Male and Female|2020
180.6|186.5|183.5|15094|All ICCC Groups Combined|82201873|0-19|All Races|Male and Female|2021
45.8|48.8|47.2|3848|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|82201873|0-19|All Races|Male and Female|2021
26.0|28.3|27.1|2269|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|82201873|0-19|All Races|Male and Female|2021
28.3|30.6|29.4|2403|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|82201873|0-19|All Races|Male and Female|2021
1.9|2.5|2.2|177|IIIa Ependymomas and choroid plexus tumor|82201873|0-19|All Races|Male and Female|2021
12.1|13.7|12.9|1056|IIIb Astrocytomas|82201873|0-19|All Races|Male and Female|2021
5.0|6.0|5.5|439|IIIc Intracranial and intraspinal embryonal tumors|82201873|0-19|All Races|Male and Female|2021
7.2|8.4|7.8|638|IIId Other gliomas|82201873|0-19|All Races|Male and Female|2021
0.4|0.7|0.5|45|IIIe Other specified intracranial and intraspinal neoplasms|82201873|0-19|All Races|Male and Female|2021
0.4|0.8|0.6|48|IIIf Unspecified intracranial and intraspinal neoplasms|82201873|0-19|All Races|Male and Female|2021
11.2|12.7|11.9|1015|IIa Hodgkin lymphomas|82201873|0-19|All Races|Male and Female|2021
9.3|10.7|10.0|834|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|82201873|0-19|All Races|Male and Female|2021
3.0|3.8|3.4|280|IIc Burkitt lymphoma|82201873|0-19|All Races|Male and Female|2021
1.3|1.8|1.5|120|IId Miscellaneous lymphoreticular neoplasms|82201873|0-19|All Races|Male and Female|2021
0.1|0.4|0.2|20|IIe Unspecified lymphomas|82201873|0-19|All Races|Male and Female|2021
8.6|10.0|9.3|730|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|82201873|0-19|All Races|Male and Female|2021
8.0|9.3|8.6|671|IVa Neuroblastoma and ganglioneuroblastoma|82201873|0-19|All Races|Male and Female|2021
0.5|0.9|0.7|59|IVb Other peripheral nervous cell tumors|82201873|0-19|All Races|Male and Female|2021
11.2|12.7|12.0|985|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|82201873|0-19|All Races|Male and Female|2021
4.4|5.4|4.9|395|IXa Rhabdomyosarcomas|82201873|0-19|All Races|Male and Female|2021
0.8|1.2|1.0|78|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|82201873|0-19|All Races|Male and Female|2021
~|~|~|~|IXc Kaposi sarcoma|82201873|0-19|All Races|Male and Female|2021
3.9|4.8|4.4|364|IXd Other specified soft tissue sarcomas|82201873|0-19|All Races|Male and Female|2021
1.5|2.1|1.7|144|IXe Unspecified soft tissue sarcomas|82201873|0-19|All Races|Male and Female|2021
33.7|36.3|35.0|2838|Ia Lymphoid leukemias|82201873|0-19|All Races|Male and Female|2021
7.1|8.3|7.7|632|Ib Acute myeloid leukemias|82201873|0-19|All Races|Male and Female|2021
1.8|2.4|2.1|175|Ic Chronic myeloproliferative diseases|82201873|0-19|All Races|Male and Female|2021
1.2|1.7|1.4|116|Id Myelodysplastic syndrome and other myeloproliferative diseases|82201873|0-19|All Races|Male and Female|2021
0.9|1.3|1.1|87|Ie Unspecified and other specified leukemias|82201873|0-19|All Races|Male and Female|2021
0.4|0.8|0.6|50|Not classified by ICCC|82201873|0-19|All Races|Male and Female|2021
2.5|3.2|2.8|218|V RETINOBLASTOMA|82201873|0-19|All Races|Male and Female|2021
6.6|7.8|7.2|572|VI RENAL TUMORS|82201873|0-19|All Races|Male and Female|2021
2.8|3.7|3.2|256|VII HEPATIC TUMORS|82201873|0-19|All Races|Male and Female|2021
8.6|9.9|9.2|777|VIII MALIGNANT BONE TUMORS|82201873|0-19|All Races|Male and Female|2021
4.5|5.5|5.0|422|VIIIa Osteosarcomas|82201873|0-19|All Races|Male and Female|2021
0.2|0.5|0.3|27|VIIIb Chondrosarcomas|82201873|0-19|All Races|Male and Female|2021
2.6|3.4|3.0|252|VIIIc Ewing tumor and related sarcomas of bone|82201873|0-19|All Races|Male and Female|2021
0.5|0.8|0.6|51|VIIId Other specified malignant bone tumors|82201873|0-19|All Races|Male and Female|2021
0.2|0.4|0.3|25|VIIIe Unspecified malignant bone tumors|82201873|0-19|All Races|Male and Female|2021
2.2|2.9|2.5|195|VIIa Hepatoblastoma and mesenchymal tumors of liver|82201873|0-19|All Races|Male and Female|2021
0.5|0.9|0.7|58|VIIb Hepatic carcinomas|82201873|0-19|All Races|Male and Female|2021
~|~|~|~|VIIc Unspecified malignant hepatic tumors|82201873|0-19|All Races|Male and Female|2021
5.9|7.0|6.4|511|VIa Nephroblastoma and other non-epithelial renal tumors|82201873|0-19|All Races|Male and Female|2021
0.5|0.9|0.7|57|VIb Renal carcinomas|82201873|0-19|All Races|Male and Female|2021
~|~|~|~|VIc Unspecified malignant renal tumors|82201873|0-19|All Races|Male and Female|2021
10.6|12.0|11.3|943|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|82201873|0-19|All Races|Male and Female|2021
22.0|24.0|23.0|1952|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|82201873|0-19|All Races|Male and Female|2021
0.9|1.4|1.1|91|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|82201873|0-19|All Races|Male and Female|2021
0.4|0.7|0.5|43|XIIa Other specified malignant tumors|82201873|0-19|All Races|Male and Female|2021
0.4|0.8|0.6|48|XIIb Other unspecified malignant tumors|82201873|0-19|All Races|Male and Female|2021
0.2|0.4|0.2|20|XIa Adrenocortical carcinomas|82201873|0-19|All Races|Male and Female|2021
9.4|10.7|10.0|855|XIb Thyroid carcinomas|82201873|0-19|All Races|Male and Female|2021
0.4|0.7|0.5|42|XIc Nasopharyngeal carcinomas|82201873|0-19|All Races|Male and Female|2021
2.4|3.2|2.8|234|XId Malignant melanomas|82201873|0-19|All Races|Male and Female|2021
~|~|~|~|XIe Skin carcinomas|82201873|0-19|All Races|Male and Female|2021
8.7|10.1|9.4|796|XIf Other and unspecified carcinomas|82201873|0-19|All Races|Male and Female|2021
1.5|2.1|1.8|150|Xa Intracranial and intraspinal germ cell tumors|82201873|0-19|All Races|Male and Female|2021
1.3|1.8|1.5|120|Xb Malignant extracranial and extragonadal germ cell tumors|82201873|0-19|All Races|Male and Female|2021
6.3|7.5|6.9|584|Xc Malignant gonadal germ cell tumors|82201873|0-19|All Races|Male and Female|2021
0.4|0.8|0.6|50|Xd Gonadal carcinomas|82201873|0-19|All Races|Male and Female|2021
0.3|0.6|0.5|39|Xe Other and unspecified malignant gonadal tumors|82201873|0-19|All Races|Male and Female|2021
179.5|185.3|182.4|14990|All ICCC Groups Combined|81903660|0-19|All Races|Male and Female|2022
45.5|48.5|46.9|3800|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|81903660|0-19|All Races|Male and Female|2022
26.3|28.6|27.5|2301|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|81903660|0-19|All Races|Male and Female|2022
27.3|29.6|28.4|2308|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|81903660|0-19|All Races|Male and Female|2022
2.2|2.9|2.5|202|IIIa Ependymomas and choroid plexus tumor|81903660|0-19|All Races|Male and Female|2022
10.5|12.0|11.2|916|IIIb Astrocytomas|81903660|0-19|All Races|Male and Female|2022
4.4|5.3|4.8|386|IIIc Intracranial and intraspinal embryonal tumors|81903660|0-19|All Races|Male and Female|2022
8.0|9.3|8.6|704|IIId Other gliomas|81903660|0-19|All Races|Male and Female|2022
0.4|0.8|0.6|48|IIIe Other specified intracranial and intraspinal neoplasms|81903660|0-19|All Races|Male and Female|2022
0.5|0.8|0.6|52|IIIf Unspecified intracranial and intraspinal neoplasms|81903660|0-19|All Races|Male and Female|2022
11.7|13.2|12.4|1057|IIa Hodgkin lymphomas|81903660|0-19|All Races|Male and Female|2022
9.7|11.1|10.4|867|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|81903660|0-19|All Races|Male and Female|2022
2.6|3.3|2.9|240|IIc Burkitt lymphoma|81903660|0-19|All Races|Male and Female|2022
1.1|1.7|1.4|110|IId Miscellaneous lymphoreticular neoplasms|81903660|0-19|All Races|Male and Female|2022
0.2|0.5|0.3|27|IIe Unspecified lymphomas|81903660|0-19|All Races|Male and Female|2022
8.1|9.4|8.7|683|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|81903660|0-19|All Races|Male and Female|2022
7.5|8.8|8.1|634|IVa Neuroblastoma and ganglioneuroblastoma|81903660|0-19|All Races|Male and Female|2022
0.4|0.8|0.6|49|IVb Other peripheral nervous cell tumors|81903660|0-19|All Races|Male and Female|2022
11.1|12.6|11.8|975|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|81903660|0-19|All Races|Male and Female|2022
4.4|5.4|4.9|398|IXa Rhabdomyosarcomas|81903660|0-19|All Races|Male and Female|2022
0.6|1.1|0.8|69|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|81903660|0-19|All Races|Male and Female|2022
~|~|~|~|IXc Kaposi sarcoma|81903660|0-19|All Races|Male and Female|2022
3.9|4.9|4.4|367|IXd Other specified soft tissue sarcomas|81903660|0-19|All Races|Male and Female|2022
1.4|2.0|1.7|137|IXe Unspecified soft tissue sarcomas|81903660|0-19|All Races|Male and Female|2022
34.0|36.6|35.3|2839|Ia Lymphoid leukemias|81903660|0-19|All Races|Male and Female|2022
7.2|8.4|7.8|641|Ib Acute myeloid leukemias|81903660|0-19|All Races|Male and Female|2022
1.4|2.0|1.7|144|Ic Chronic myeloproliferative diseases|81903660|0-19|All Races|Male and Female|2022
0.9|1.4|1.1|89|Id Myelodysplastic syndrome and other myeloproliferative diseases|81903660|0-19|All Races|Male and Female|2022
0.8|1.3|1.1|87|Ie Unspecified and other specified leukemias|81903660|0-19|All Races|Male and Female|2022
0.4|0.7|0.6|47|Not classified by ICCC|81903660|0-19|All Races|Male and Female|2022
2.5|3.3|2.9|223|V RETINOBLASTOMA|81903660|0-19|All Races|Male and Female|2022
